names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
The Quest for Tom Sawyer's Gold,3/28/2023,52,"Adventure, Family","Agatha Armstrong and her trusty sidekick Mrs. Mac were once the world’s most daring adventurers. But when her son Ant came along, everything quickly changed and her devil-may-care ways took a backseat to being over-protective and terrified of anything that posed a risk to her family.","Stephen A. Elkins, Thomas Sawyer, Max Purget, High School Student, Bobby Ray Thompson III, Student, Joey Lauren Adams, Jenny Muncaster, Patrick Muldoon, AJ Harrison, Alex Hyde-White, JJ Harper, Amanda Joy Erickson, Agatha Armstrong, Scott Bailey, Detective Thatcher, Ava Torres, Young Agatha Armstrong",The Quest for Tom Sawyer's Gold, Released, English,106600000,242235692,US
Chor Nikal Ke Bhaga,3/24/2023,72,"Crime, Thriller",A flight attendant and her boyfriend must steal a cache of diamonds to clear an old debt — but the plan spins into a mayhem when the plane gets hijacked.,"Yami Gautam, Neha Grover, Sunny Kaushal, Ankit Sethi, Sharad Kelkar, Parvez Shaikh, Indraneil Sengupta, Sudhanshu Roy, Barun Chanda, Home Minister Harish Sanyal, Sunil Palwal, Azhar/Jinu Varghese, Ghanshyam Lalsa, Irfan/Abbas Ansari, Robin Das, Gaffar Siddiqui, Aru Krishansh Verma, Manmeet", ??? ???? ?? ????, Released, Hindi,68200000,533415608.8,IN
Ki Main Jhoot Boleya,3/24/2023,0,"Romance, Comedy","Manvir, a down-on-luck NRI, has to find a job and house to be able to marry his girlfriend. He finds the perfect home, but there's a catch. The owner only allows married couples. What will he do?",,Ki Main Jhoot Boleya, Released, English,213940000,178359863,IN
GyG 2: El Hotel de los Líos,3/24/2023,0,Comedy,We don't have an overview translated in English. Help us expand our database by adding one.,"José Mota, Javier García, Pepe Viyuela, Javier García, Paz Padilla, , El Cejas, , Antonio Resines, , Ricardo Castella, , Carla Chiorazzo, , Meteora Fontana, ",GyG 2: El Hotel de los Líos, Released," Spanish, Castilian",264940000,175269998.8,ES
John Wick: Chapter 4,3/23/2023,80,"Action, Thriller, Crime","With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.","Keanu Reeves, John Wick, Donnie Yen, Caine, Bill Skarsgård, Marquis de Gramont, Ian McShane, Winston, Laurence Fishburne, Bowery King, Lance Reddick, Charon, Clancy Brown, The Harbinger, Hiroyuki Sanada, Shimazu, Shamier Anderson, Mr Nobody",John Wick: Chapter 4, Released, English,100000000,351349364,AU
¡Que Viva México!,3/23/2023,47,Comedy,"After his grandfather's death, a man travels with his wife and kids to his hometown, where chaos ensues with his relatives over the inheritance.","Damián Alcázar, Rosendo / Regino / Ambrosio, Alfonso Herrera, Pancho Reyes, Joaquín Cosío, Rosendito / Reginito / Abuelo, Ana de la Reguera, Mari, Ana Martín, Dolores, Angelina Peláez, Abuela, Mayra Hermosillo, Gloria, Fermín Martínez, El Lupe, Leticia Huijara, Secretaria Regino",¡Que Viva México!, Released," Spanish, Castilian",100100000,947468745.8,MX
Luther: The Fallen Sun,3/23/2023,69,"Thriller, Crime, Action, Mystery","A gruesome serial killer is terrorizing London while brilliant but disgraced detective John Luther sits behind bars. Haunted by his failure to capture the cyber psychopath who now taunts him, Luther decides to break out of prison to finish the job by any means necessary.","Idris Elba, John Luther, Cynthia Erivo, DCI Odette Raine, Andy Serkis, David Robey, Dermot Crowley, DSU Martin Schenk, Thomas Coombes, DS Archie Woodward, Hattie Morahan, Corinne Aldrich, Lauryn Ajufo, Anya Raine, Vincent Regan, Dennis McCabe, Ross Waiton, Newman",Luther: The Fallen Sun, Released, English,111400000,513441742.2,AU
Reggie,3/23/2023,54,Documentary,"One of sport’s first and most influential megastars, beloved baseball icon and 5-time World Series champion Reggie Jackson contemplates his legacy as a trailblazing Black athlete fighting for dignity, respect, and a seat at the table in this intimate and revealing documentary exploring his life and barrier-busting career.","Reggie Jackson, Self, Julius Erving, Self, Hank Aaron, Self, Derek Jeter, Self",Reggie, Released, English,138800000,293853255.2,US
The Portable Door,3/23/2023,63,"Fantasy, Adventure, Comedy","Paul Carpenter is an intern at a mysterious London firm with unconventional employers, including a CEO who wants to disrupt the ancient magical world with modern corporate practices.","Patrick Gibson, Paul Carpenter, Sophie Wilde, Sophie Pettingel, Christoph Waltz, Humphrey Wells, Sam Neill, Dennis Tanner, Miranda Otto, Countess Judy, Chris Pang, Casimir Suslowicz, Jessica De Gouw, Rosie Tanner, Rachel House, Nienke Van Spee, Arka Das, Neville",The Portable Door, Released, English,132400000,553917974.8,AU
Johnny & Clyde,3/23/2023,0,"Action, Thriller","Johnny and Clyde are two serial killers who are madly in love and on an endless crime spree. Alana (Megan Fox) is the confident and cunning owner of a prosperous casino that generates tens of millions of dollars each year. Johnny and Clyde decide to assemble a ragtag group of criminals and misfits to steal from Alana's casino and pull off the heist of the century. Unfortunately for Johnny and Clyde's crew, Alana has a deadly weapon at her disposal – the monstrous slasher spirit known as Bakwas.","Avan Jogia, Johnny, Ajani Russell, Clyde, Megan Fox, Alana Hart, Tyson Ritter, Guy, Bai Ling, Zhang, Vanessa Angel, Susan, Armen Garo, Randall Lock, Robert LaSardo, Candlestick, Nick Principe, Butcher / Bakwas",Johnny & Clyde, Released, English,176600000,175269998.8,AU
Louis Tomlinson: All of Those Voices,3/22/2023,91,"Documentary, Music","Ditching the typical glossy sheen of celebrity documentaries, this film gives audiences an intimate and unvarnished view of Louis Tomlinson's life and career. Through never-before-seen home movie footage and behind the scenes access to Louis’ sell-out 2022 World Tour, the documentary offers a unique perspective on what it's like to be a musician in today's fast-paced world.","Louis Tomlinson, Self, Oliver Wright, Louis’ PA and best friend, Matt Vines, Manager, Helene Horlyck, Louis’ vocal coach, Lottie Tomlinson, Louis’ sister, Daisy Tomlinson, Louis’ sister, Phoebe Tomlinson, Louis’ sister, Len Poulston, Louis’ grandfather, Jennifer Poulston, Louis’ grandmother",Louis Tomlinson: All of Those Voices, Released, English,178800000,2081794006,GB
Supercell,3/17/2023,61,Action,"Good-hearted teenager William always lived in hope of following in his late father’s footsteps and becoming a storm chaser. His father’s legacy has now been turned into a storm-chasing tourist business, managed by the greedy and reckless Zane Rogers, who is now using William as the main attraction to lead a group of unsuspecting adventurers deep into the eye of the most dangerous supercell ever seen.","Skeet Ulrich, Roy Cameron, Anne Heche, Dr Quinn Brody, Daniel Diemer, William Brody, Jordan Kristine Seamón, Harper Hunter, Alec Baldwin, Zane Rogers, Richard Gunn, Bill Brody, Praya Lundberg, Amy, Johnny Wactor, Martin, Anjul Nigam, Ramesh",Supercell, Released, English,77000000,340941958.6,US
The Magician's Elephant,3/17/2023,73,"Animation, Adventure, Family, Fantasy","Peter is searching for his long-lost sister when he crosses paths with a fortune teller in the market square. His one one question is: is his sister still alive? The answer, that he must find a mysterious elephant and the magician who will conjure it, sets Peter off on a journey to complete three seemingly impossible tasks that will change the face of his town forever.","Noah Jupe, Peter (voice), Mandy Patinkin, Vilna (voice), Brian Tyree Henry, Leo Matienne (voice), Natasia Demetriou, Narrator / Fortune Teller (voice), Sian Clifford, Gloria Matienne (voice), Benedict Wong, Magician (voice), Miranda Richardson, Madam LaVaughn (voice), Kirby Howell-Baptiste, The Countess (voice), Aasif Mandvi, The King (voice)",The Magician's Elephant, Released, English,82600000,473097256.6,AU
In His Shadow,3/17/2023,62,"Drama, Thriller, Crime","After the death of their father, two half-brothers find themselves on opposite sides of an escalating conflict with tragic consequences.","Kaaris, Ibrahim, Alassane Diong, Adama, Assa Sylla, Aïssata, Issaka Sawadogo, Ousmane, Hassam Ghancy, Chérif, Jonas Dinal, Oumar, Dreyfus Gbadjale, Kangourang, Fahmi Guerbaa, Kamel, Samuel Jouy, Eddy", Le Roi des Ombres, Released, French,133000000,407446362.4,FR
Boston Strangler,3/17/2023,67,"Thriller, Drama, Crime","Reporters Loretta McLaughlin and Jean Cole bravely pursue the story of the Boston Strangler at great personal risk, putting their own lives on the line in their quest to uncover the truth.","Keira Knightley, Loretta McLaughlin, Carrie Coon, Jean Cole, Chris Cooper, Jack Maclaine, Alessandro Nivola, Detective Conley, Rory Cochrane, Detective Deline, David Dastmalchian, Albert DeSalvo, Peter Gerety, Eddie Corsetti, Robert John Burke, Eddie Holland, Ryan Winkles, Daniel Marsh",Boston Strangler, Released, English,117000000,521124690.4,AU
Noise,3/17/2023,49,"Drama, Thriller","Matt, an influencer and young parent to newborn Julius, discovers a dark secret from his dementing father's past. He starts an in-depth investigation, which consequently opens a Pandora's box of secrets and unravels more family dramas than anticipated. Matt's wife, Liv, is deeply concerned and will do everything in her power not to lose him, but is it too late..?","Ward Kerremans, Matthias, Sallie Harmsen, Liv, Johan Leysen, Pol, Jesse Mensah, Timme, Mieke De Groote, Brenda, Katelijne Damen, Yvette, Lize Feryn, Michelle, Simon D'Huyvetter, Pol (young), Daphne Wellens, Laura",Noise, Released," Dutch, Flemish",147200000,1052163302,US
Pinball: The Man Who Saved the Game,3/17/2023,78,"Comedy, Drama, History, Romance","The dramatic comedy is based on the true story of writer and pinball wizard Roger Sharpe, chronicling his journey to overturn New York City’s 35-year ban on pinball.","Mike Faist, Roger (young), Crystal Reed, Ellen, Dennis Boutsikaris, Mr. Sharpe, Christopher Convery, Seth Cammeyer, Connor Ratliff, Jimmy, Mike Doyle, Jack Haber, Kenneth Tigar, Irving Holzman, Damian Young, Ben Chikofsky, Bryan Batt, Harry Coulianos",Pinball: The Man Who Saved the Game, Released, English,146000000,469006626.2,US
Domme,3/17/2023,55,Drama,"A man spies on his neighbors because of the noises they create every night. But he discovers that they do wild erotic practices. As he interferes with their business, the more he gets involved in their lives and their mess.","Ava Mendez, , Ali Asistio, , Mark Anthony Fernandez, , Marco Gomez, , Ada Hermosa, , Aubrey Avila, ",Domme, Released, Tagalog,142000000,454488625.8,PH
Shazam! Fury of the Gods,3/16/2023,69,"Action, Comedy, Fantasy","Billy Batson and his foster siblings, who transform into superheroes by saying ""Shazam!"", are forced to get back into action and fight the Daughters of Atlas, who they must stop from using a weapon that could destroy the world.","Zachary Levi, Shazam, Asher Angel, Billy Batson, Jack Dylan Grazer, Freddy Freeman, Grace Caroline Currey, Mary Bromfield / Super Hero Mary, Helen Mirren, Hespera, Lucy Liu, Kalypso, Rachel Zegler, Anthea, Adam Brody, Super Hero Freddy, Meagan Good, Super Hero Darla",Shazam! Fury of the Gods, Released, English,125000000,132107025,AU
Barbie: Skipper and the Big Babysitting Adventure,3/16/2023,73,"Family, Animation","Barbie’s younger sister Skipper is a babysitting expert, but when her babysitting business hits a snag, she takes a summer job at a water park and tries out different jobs with some new friends. A birthday party at the park goes awry and Skipper’s babysitting skills save the day! The success renews Skipper’s confidence in her babysitting business, and she and her new friends start a babysitting squad.","Kirsten Day, Skipper / Tammy (voice), America Young, Barbie (voice), Ogie Banks, Sandwich Board Guy / Driver (voice), Laila Berzins, Captain / Handsome Host (voice), Alex Cazares, Anna / Brian / Helga / Big Kid / Book on Tape (voice), Greg Chun, George / Cooks / Zincenzio Dracula (voice), Julyza Commodore, Cheri / Chantal (voice), Innocent Ekakitie, Deacon (voice), Lisa Fuson, Margaret (voice)",Barbie: Skipper and the Big Babysitting Adventure, Released, English,134400000,716009340.2,US
Pearl,3/16/2023,74,Horror,"Trapped on her family’s isolated farm, Pearl must tend to her ailing father under the bitter and overbearing watch of her devout mother. Lusting for a glamorous life like she’s seen in the movies, Pearl’s ambitions, temptations, and repressions collide.","Mia Goth, Pearl, David Corenswet, The Projectionist, Tandi Wright, Ruth, Matthew Sunderland, Father, Emma Jenkins-Purro, Mitsy, Alistair Sewell, Howard, Amelia Reid, Margaret, Gabe McDonnell, Woman, Lauren Stewart, Pianist",Pearl, Released, English,1000000,9423445,AU
Living,3/16/2023,71,Drama,"London, 1953. Mr. Williams, a veteran civil servant, is an important cog within the city's bureaucracy as it struggles to rebuild in the aftermath of World War II. Buried under paperwork at the office and lonely at home, his life has long felt empty and meaningless. Then a devastating medical diagnosis forces him to take stock, and to try and grasp some fulfilment before it passes permanently beyond reach.","Bill Nighy, Williams, Aimee Lou Wood, Margaret Harris, Alex Sharp, Peter Wakeling, Tom Burke, Sutherland, Adrian Rawlins, Middleton, Oliver Chris, Hart, Hubert Burton, Rusbridger, Zoe Boyle, Mrs. McMasters, Barney Fishwick, Michael",Living, Released, English,26730400,6999027,AU
The Lake,3/16/2023,65,Horror,"A gigantic and bloodthirsty monster emerges from a lake after its egg is stolen and unleashes its fury on a town’s inhabitants, leaving a trail of destruction and death in its wake. The town of Bueng Kan, now cut off from the outside world, must mobilize its officials and citizens, as well as a group of scientists that are in town conducting research, to catch this predator before it's too late.","Sushar Manaying, , Theerapat Sajakul, , Thanachat Tullayachat, , Vithaya Pansringarm, , Wanmai Chatborrirak, , Lamyai Haithongkham, ",The Lake, Released, Thai,89000000,356423971.8,US
Money Shot: The Pornhub Story,3/15/2023,58,Documentary,"Featuring interviews with performers, activists and past employees, this documentary offers a deep dive into the successes and scandals of Pornhub.","Noelle Perdue, Self - Porn Industry Professional, Mike Stabile, Self - Porn Industry Advocate / Director of Public Affairs, FSC, Siri, Self - Porn Performer, Wolf Hudson, Self - Porn Performer, Martin Patriquin, Self - Journalist, The Logic, Bree Mills, Self - Porn Director, Cherie DeVille, Self - Porn Performer, Asa Akira, Self - Pornhub Ambassador, Natassia Dreams, Self - Pornhub Ambassador",Money Shot: The Pornhub Story, Released, English,68500000,280052393,US
Inside,3/15/2023,66,"Drama, Thriller","An art thief becomes trapped in a New York penthouse after his heist goes awry. Imprisoned with nothing but priceless works of art, he must use all his cunning and invention to survive.","Willem Dafoe, Nemo, Gene Bervoets, Owner, Josia Krug, Jack, Eliza Stuyck, Jasmine, Andrew Blumenthal, Number 3, Vincent Eaton, Number 2, Daniel White, Ashley, Cornelia Buch, Mabel, Ava von Voigt, Owner's Daughter",Inside, Released, English,45860000,170000,BE
Soulmate,3/15/2023,70,"Drama, Romance","Mi-so and Ha-eun meet in elementary school and quickly become best friends. In high school, Ha-eun meets Jin-woo and starts to have feelings for him, but he starts to have feelings for Mi-so. When they all meet again as adults, they are very different people, but they try to remember what friendship is really about.","Kim Da-mi, Mi-so, Jeon So-nee, Ha-eun, Byeon Woo-seok, Jin-woo, Jang Hye-jin, Ha-eun's Mother, Park Choong-seon, Ha-eun's Father, Kim Soo-hyung, Young Mi-so, Ryu Ji-an, Young Ha-eun, Heo Ji-na, Mi-so's Mother, Kang Mal-geum, Curator", ?????, Released, Korean,62200000,606036971,KR
Making of The Last of Us,3/12/2023,61,Documentary,"Featuring extensive interviews with the cast and crew, this all-access documentary gives a rare glimpse into the daunting behind-the-scenes efforts that went into the production of the HBO Original smash hit series The Last of Us.","Pedro Pascal, Self, Bella Ramsey, Self, Neil Druckmann, Self, Craig Mazin, Self, Anna Torv, Self, Troy Baker, Self, Ashley Johnson, Self, Ksenia Sereda, Self",Making of The Last of Us, Released, English,75700000,785068389.2,US
Mari(dos),3/10/2023,38,Comedy,"Emilio and Tono both receive phone calls that their wives are in comas after a ski-resort avalanche. At the hospital desk, they make a shocking discovery: their wives are, in fact, the same person … Laura. Forced to wait together until Laura regains consciousness, Emilio and Toni battle to prove who is her one and only true husband.","Paco León, Toni, Ernesto Alterio, Emilio, Celia Freijeiro, Laura, Raúl Cimas, ",Mari(dos), Released," Spanish, Castilian",64500000,385960548.2,ES
Have a Nice Day!,3/10/2023,68,"Comedy, Drama","A retired radio host bags groceries to earn money to attend his former employer's anniversary party, where he hopes to reunite with the love of his life.","Álvaro Guerrero, , Andrea Chaparro, , Eduardo Minett, , Fernando Larrañaga, , Eduardo de la Peña, , Sidney Robote, , Saak, , Juca Viapri, ", ¿Encontró lo que buscaba?, Released, Portuguese,103040000,412503777.6,MX
The Ritual Killer,3/10/2023,59,"Action, Thriller","Unable to process the death of his daughter, Detective Boyd embarks on a hunt for a serial killer who murders according to a brutal tribal ritual: Muti. The only person who can help Boyd is Professor Mackles, an anthropologist who hides an unspeakable secret. The line between sanity and madness thins as Boyd goes deeper into the killer’s world.","Morgan Freeman, Dr. Mackles, Cole Hauser, Detective Lucas Boyd, Vernon Davis, Randoku, Peter Stormare, Captain Marchand, Giuseppe Zeno, Inspector Mario Lavazzi, Murielle Hilaire, Detective Kersch, Luke Stratte-McClure, Detective Claussen, Brian Kurlander, Shelby Farner, Julie Lott, Doctor Mannheim",The Ritual Killer, Released, English,7000000,49506597,US
Chang Can Dunk,3/10/2023,72,"Family, Comedy, Drama","Chang, a 16-year-old, Asian American, bets the high school basketball star that he can dunk by Homecoming. The bet leads 5' 8"" Chang on a quest to learn to dunk—not only to impress his crush, Kristy, but to gain the respect of his high school peers too. But before he can rise up and truly throw one down, he'll have to reexamine everything he knows about himself, his friendships and his family.","Bloom Li, Chang, Dexter Darden, DeAndre, Ben Wang, Bo, Zoe Renee, Kristy, Chase Liefeld, Matt, Mardy Ma, Chen, Alexandre Chen, Li Chang, Nile Bullock, Owen, Cathy Salvodon, Principle Elliot",Chang Can Dunk, Released, English,111000000,512397898.8,AU
Southern Gospel,3/10/2023,50,"History, Drama, Music","Samuel Allen's life collapses, but he wants to pursue his childhood goals and become a preacher. To do this, the rock n roll star has to fight against his past demons.","Max Ehrich, Samuel Allen, Braxton Bjerken, Jesse, Katelyn Nacon, Julie Ledbetter, Beau Hart, Young Samuel Allen, Liam Pileggi, Little Samuel Allen, Friedman Twinkies, Young Jesse, Burgess Jenkins, Tony Jacks, Alex Sgambati, Edith, Justin Miles, Deputy Skinner",Southern Gospel, Released, English,154400000,345020989.6,US
Miley Cyrus – Endless Summer Vacation (Backyard Sessions),3/10/2023,78,"Music, Documentary","Miley Cyrus takes the stage in this must-see, Disney+ music event featuring debut performances of her highly anticipated eighth studio album, ""Endless Summer Vacation."" The global superstar’s cinematic, one-of-a-kind performances are threaded together with exclusive interviews where she provides insight to her new album and the person she is today.","Miley Cyrus, Self",Miley Cyrus – Endless Summer Vacation (Backyard Sessions), Released, English,104600000,959282104.2,US
The Siege,3/10/2023,50,"Action, Thriller","International assassin Walker is compromised during a mission and sent to a reassignment center for a new identity. During his stay at the facility, a ruthless assault team storms the compound searching for someone their boss has lost. Walker begrudgingly falls in with skilled hitwoman Elda and her mysterious ward Juliet in order to survive the night.","Daniel Stisen, Walker, Lauren Okadigbo, Elda, Yennis Cheung, Juliet, Byron Gibson, Big Deal, Steven Blades, Reynard, Samantha Schnitzler, Keates, Michael Billington, Bates, Michael Geary, Smithee, Phillip Ray Tommy, Fisher",The Siege, Released, English,70000000,116625798,US
Champions,3/9/2023,68,Comedy,A stubborn and hotheaded minor league basketball coach is forced to train a Special Olympics team when he is sentenced to community service.,"Woody Harrelson, Marcus, Kaitlin Olson, Alex, Cheech Marin, Julio, Matt Cook, Sonny, Ernie Hudson, Coach Phil Peretti, Madison Tevlin, Cosentino, Joshua Felder, Darius, Kevin Iannucci, Johnny, Ashton Gunning, Cody",Champions, Released, English,51880004,9263009,AU
Scream VI,3/9/2023,73,"Horror, Mystery, Thriller","Following the latest Ghostface killings, the four survivors leave Woodsboro behind and start a fresh chapter.","Melissa Barrera, Sam Carpenter, Jenna Ortega, Tara Carpenter, Jasmin Savoy Brown, Mindy Meeks-Martin, Mason Gooding, Chad Meeks-Martin, Roger Jackson, ""The Voice"" (voice), Courteney Cox, Gale Weathers, Dermot Mulroney, Detective Bailey, Jack Champion, Ethan Landry, Josh Segarra, Danny Brackett",Scream VI, Released, English,35000000,167273149,AU
65,3/9/2023,63,"Thriller, Science Fiction, Action","After a catastrophic crash on an unknown planet, pilot Mills quickly discovers he's actually stranded on Earth…65 million years ago. Now, with only one chance at rescue, Mills and the only other survivor, Koa, must make their way across an unknown terrain riddled with dangerous prehistoric creatures in an epic fight to survive.","Adam Driver, Mills, Ariana Greenblatt, Koa, Chloe Coleman, Nevine, Nika King, Alya, Brian Dare, Zoic Ship (voice) (uncredited)",65, Released, English,45000000,56072012,AU
"Tango, Tequila and Some Lies",3/9/2023,77,"Comedy, Romance","Lu has a perfect life. Or so she pretends to have. She meets the handsome, short-tempered Argentinian, Diego, who is on a visit to Mexico, and she is confident to get him head over heels in love with her. In order to win a wager with her friends, her life will take a turn when she does the impossible to win him over, including taking a trip to Argentina to look for him.","Cassandra Sánchez Navarro, Lu, David Chocarro, Diego, Soledad Silveyra, Martina, Emilio Guerrero, Tona, Ximena Sariñana, Fer, Pilar Santacruz, Tatiana, Paulina Patterson, Eugenia, Karina Díaz, Encargada de Aerolínea, Anahí Allue, Bertha"," Tangos, tequilas, y algunas mentiras", Released," Spanish, Castilian",105800000,667037174.8,MX
Till,3/9/2023,75,"Drama, History","The true story of Mamie Till Mobley’s relentless pursuit of justice for her 14 year old son, Emmett Till, who, in 1955, was lynched while visiting his cousins in Mississippi.","Danielle Deadwyler, Mamie Till-Mobley, Jalyn Hall, Emmett Till, Frankie Faison, John Carthan, Haley Bennett, Carolyn Bryant, John Douglas Thompson, Moses Wright, Whoopi Goldberg, Alma, Jayme Lawson, Myrlie Evers, Tosin Cole, Medgar Evers, Kevin Carroll, Rayfield Mooty",Till, Released, English,5721523.8,8900000,AU
Masquerade,3/9/2023,70,"Drama, Comedy, Romance, Crime","Adrien, an attractive dancer whose career was shattered by a motorbike accident, wastes his youth in the laziness of the French Riviera, where he is looked after by Martha, a former movie star. Adrien’s life is turned upside down when he meets Margot, a captivating beauty who lives for the thrill of scams and romantic entanglements. Together, they fantasise about a better life and set up a diabolical scheme, an emotional masquerade.","Isabelle Adjani, Martha, François Cluzet, Simon, James Wilby, , Marine Vacth, Margot, Pierre Niney, Adrien, Emmanuelle Devos, Carole, Laura Morante, Jeanne, Charles Berling, , Nicolas Briançon, ", Mascarade, Released, French,14000000,306869795.2,AU
To Leslie,3/9/2023,72,Drama,"A West Texas single mother wins the lottery and squanders it just as fast, leaving behind a world of heartbreak. Years later, with her charm running out and nowhere to go, she fights to rebuild her life and find redemption.","Andrea Riseborough, Leslie, Andre Royo, Royal, Owen Teague, James, Stephen Root, Dutch, James Landry Hébert, Pete, Matt Lauria, Handsome Outlaw, Catfish Jean, Darren, Marc Maron, Sweeney, Allison Janney, Nancy",To Leslie, Released, English,26848000,27322,AU
Faraway,3/8/2023,68,"Romance, Comedy","After inheriting a house on a Croatian island, a woman embarks on a spur-of-the-moment trip that reignites her joy in life and opens a door to new love.","Naomi Krauss, Zeynap Altin, Goran Bogdan, Josip, Adnan Maral, Ilyas Altin, Bahar Balci, Fia Altin, Artjom Gilz, Conrad, Davor Tomic, Drazen Cega",Faraway, Released, German,52900000,368167712.6,DE
Finding Michael,3/8/2023,40,Documentary,"In 1999, Michael Matthews became the youngest Briton to summit Mount Everest. But three hours after he reached the top of the world, aged just 22, he disappeared into blinding snow and his body has never been found.","Spencer Matthews, Self, Nims Purja, Self, Bear Grylls, Self, Vogue Williams, Self",Finding Michael, Released, English,118800000,842846355.6,AU
Broken Ties,3/6/2023,72,"Thriller, TV Movie","Selma killed her husband, a crooked cop, in self-defense. She takes refuge with her estranged sister Madison without telling her the whole truth.","Brianna Cohen, Selma, Nicole Marie Johnson, Madison, Zach Meiser, Jason, Jonathan Stoddard, Deputy Rusty, Brandon Tyler Moore, Mickey, Kevin Wayne, Hooded Man, Aubrey Stevens, , Cheryl Frazier, Tamara, Wanda Morganstern, Sheriff",Broken Ties, Released, English,131000000,630656413.8,FR
Neige,3/6/2023,58,"TV Movie, Thriller, Crime","Several notables from the Chamonix region are found murdered in their homes. To move forward with investigation, police captain Thomas Delhaye decides to release Juliette Hémon from prison, imprisoned for a strangely similar case.","Frédéric Diefenthal, Thomas Delhaye, Murielle Huet des Aunay, Juliette Hémon, Louis Bernard, Hugo Czarlewski, Etienne Diallo, Yacine, Marie Bouvet, Eva, Esther Gaumont, Raphaëlle, Fanny Guidecoq, Maud, Franck Adrien, Médecin ORL, Véronique Kapoyan, Michèle Bussy",Neige, Released, French,166000000,384554704,FR
"Scooby-Doo! And Krypto, Too!",3/5/2023,45,"Animation, Family, Comedy, Mystery, Science Fiction",Mystery Incorporated teams up with Krypto the superdog to investigate the disappearance of the Justice League.,"Frank Welker, Scooby-Doo / Fred Jones (voice), Grey DeLisle, Daphne Blake / Wonder Woman (voice), Matthew Lillard, Shaggy Rogers (voice), Kate Micucci, Velma Dinkley (voice), P.J. Byrne, J.B. (voice), Victoria Grace, Mercy (voice), Charles Halford, Lex Luthor (voice), Nolan North, Joker / Superman / Computer (voice), Tara Strong, Helen / Lois Lane / Harley Quinn (voice)","Scooby-Doo! And Krypto, Too!", Released, English,111300000,862567677.4,US
Chris Rock: Selective Outrage,3/4/2023,62,Comedy,Chris Rock makes comedy history as he performs stand-up in real time for Netflix’s first global live-streaming event.,"Chris Rock, Self",Chris Rock: Selective Outrage, Released, English,161400000,287419513.4,US
Sayen,3/3/2023,62,"Thriller, Action","Sayen is hunting down the men who murdered her grandmother. Using her training and knowledge of nature, she is able to turn the tables on them, learning of a conspiracy from a corporation that threatens her people's ancestral lands.","Rallén Montenegro, Sayen, Arón Piper, Antonio Torres, Enrique Arce, Máximo Torres, Roberto García Ruiz, Bykov, Loreto Aravena, Miranda, Alejandro Trejo, Lira, Eduardo Paxeco, Rubén, Camilo Arancibia, José, Teresa Ramos, Ilwen",Sayen, Released," Spanish, Castilian",73800000,370426090.8,CL
Love at First Kiss,3/3/2023,62,"Romance, Comedy","The story of Javier who, at the age of 16, while kissing a girl for the first time, realized that he had a gift of romantic clairvoyance. Javier can see the future... and he finally knows who the love of his life is.","Álvaro Cervantes, Javier, Silvia Alonso, Lucía, Gorka Otxoa, , Susana Abaitua, , Pilar Castro, ", Eres tú, Released," Spanish, Castilian",178400000,324436308.4,US
10 Days of a Good Man,3/3/2023,61,"Mystery, Thriller, Crime","A lawyer turned private investigator takes on a missing person case, propelling him on an unexpected and life-altering quest.","Nejat Isler, Sadik, Nur Fettahoglu, Rezzan, Senay Gürler, , Ilayda Alisan, Fatima, Ilayda Akdogan, , Erdal Yildiz, , Ata Artman, , Esra Ronabar, , Baris Falay, Macit", Iyi Adamin 10 Günü, Released, Turkish,102400000,384845659.8,TR
Children of the Corn,3/3/2023,55,"Horror, Thriller","A psychopathic twelve-year-old girl in a small town in Nebraska recruits all the other children and goes on a bloody rampage, killing the corrupt adults and anyone else who opposes her. A bright high schooler who won't go along with the plan is the town's only hope of survival.","Elena Kampouris, Boleyn Williams, Kate Moyer, Eden Edwards, Callan Mulvey, Robert Williams, Bruce Spence, Pastor Penny, Stephen Hunter, Calvin Colvington, Erika Heynatz, June Willis, Ashlee Juergens, Carly Cowder, Sisi Stringer, Tanika, Orlando Schwerdt, Cam Colvington",Children of the Corn, Released, English,800000,2119530.2,US
Upuan,3/3/2023,20,Romance,"Christina and Nessie are childhood friends who fell in love with each other, but they drifted apart because Christina's parents refused to accept her identity. After two years, the two were reunited. However, it was not the reunion they were hoping for.","Krista Miller, , Nika Madrid, , Andrew Gan, , Rob Sy, , Boogie Canare, , Shaine Vasquez, , Joyce Javier, , Juliana Victoria, , Aldwin Alegre, ",Upuan, Released, Tagalog,12001040,38139010,PH
Doraemon: Nobita's Sky Utopia,3/3/2023,81,"Animation, Adventure, Science Fiction","Doraemon, Nobita and his friends go to find Utopia, a perfect land in the sky where everyone lives with happiness, using an airship having a time warp function.","Wasabi Mizuta, Doraemon (voice), Megumi Oohara, Nobita (voice), Yumi Kakazu, Shizuka (voice), Subaru Kimura, Gian (voice), Tomokazu Seki, Suneo (voice), Marina Inoue, Marimba (voice), Inori Minase, Hanna (voice), Ren Nagase, Sonya (voice)", ??????? ?????????, Released, Japanese,81980000,712455872.8,JP
