names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
Cairo Conspiracy,4/6/2023,69,"Thriller, Drama","A fisherman's son is offered the ultimate privilege to study at the Al-Azhar University in Cairo, the epicenter of power of Sunni Islam. Shortly after his arrival, the university’s highest ranking religious leader, the Grand Imam, dies and the young student ecomes a pawn in a ruthless power struggle between Egypt's religious and political elite.","Tawfeek Barhom, Adam, Fares Fares, Ibrahim, Mohammad Bakri, General Al Sakran, Makram J. Khoury, Sheikh Negm, Mehdi Dehbi, Zizo, Younes Medhat, Sobhy, Yunus Albayrak, Teacher Of Sharia, Sherwan Haji, Soliman, Amr Mosad, Harun", Boy from Heaven, Released, Arabic,7047000,3646605,FI
The Red Shoes: Next Step,4/6/2023,0,Drama,"Sam is a gifted young dancer whose world spirals after an unexpected, life-changing event. ?Sam walks away from dancing and ballet, ?but the art form is in her blood, and she can’t resist the temptation to return. ?Life eventually leads Sam back to her old dance school – but not as a dancer. An? old rival, a long-time crush, and her former dance teacher guide Sam back to? what she loves most, but ultimately, it’s her own emotions and fears that she must confront to reignite her deep passion for dance.","Juliet Doherty, Sam, Lauren Esposito, Eve, Joel Burke, Ben Shelby, Carolyn Bock, Miss Harlow, Primrose Kern, Gracie, Mietta White, Paige, Ashleigh Rose, Andrea, Nicholas Andrianakos, Freddy, Laura New, Jennifer Cavanaugh",The Red Shoes: Next Step, Released, English,174600000,175269998.8,AU
??????????,4/6/2023,0,,Plot Unknown,,??????????, Released, Thai,167540000,175269998.8,TH
???????? ???,4/6/2023,0,"Science Fiction, Thriller",We don't have an overview translated in English. Help us expand our database by adding one.,"Vladimir Yaglych, , ????? ???????, , Stanislav Bondarenko, , ?????? ??????, , Irina Bezryadnova, ",???????? ???, Released, Russian,228540000,175269998.8,RU
The Flood,4/6/2023,0,Drama,"During the swimming training camp, coach Sofia and her husband, coach Trofim, take their niece, an orphan, to raise. Anya shows hope, but does not talk after the death of her parents, which becomes the subject of harassment among other athletes. By standing up for Dima, one of the guys on the team, she gets her first real friend. In parallel, a chain of irreversible consequences begins, which can destroy the relationship of Trofim and Sophia.","Anna Slyusareva, , Maksim Shchyogolev, , Sofya Shidlovskaya, , Natalya Pavlenkova, , Grigory Vernik, , Anastasiya Venkova, , Vladimir Mayzinger, , Ekaterina Steblina, , Alina Yukhnevich, ", ??????????, Released, Russian,174600000,175269998.8,RU
Luigi's Mansion: A Nintendo Fan Film,4/6/2023,0,"Adventure, Fantasy, Family, Action","After arriving at his mysterious new mansion he won in a contest he never entered, Luigi discovers that it's no ordinary mansion. He learns that the mansion is infested with ghosts and that his brother is trapped inside! With the help of professor E. Gadd Luigi must brave the terrors of the mansion to save his brother and prevent the reawakening of the evil King Boo.","Gavin Ward, Luigi Mario, Greyson Ward, Mario Mario, Sawyer Ward, Professor E. Gadd Understudy, Blane Craig, King Boo, Levi Wight, Professor E. Gadd", Luigi’s Mansion: A Nintendo Fan Film, Released, English,100,1240261.6,US
The Unbalanced,4/6/2023,0,Drama,"After a painful divorce, 50-year-old Nadia finally finds a good flat for reasonable price for her and her daughter. Too good to be true, and soon, albeit too late, she comes to understand the reason for the bargain. Her close neighbour in the house is mentally ill Valika who terrorises everyone around her. Piussi’s film creates a string of absurd encounters with increasingly menacing effects, but it is – at its core – a fantastically precise film about humanism, its consequences, its possible limits.","Ingrid Hrubanicová, Nadia, Vladimír Zboron, Vlado, Jaroslava Sisáková, Valika, Daniela Gudabová, Second Neighbour, Tatiana Marta Rehúšová, Daughter, Ludmila Lukacíková, Ms. Žiaciková, Petr Kalmus, Homeless Man, Peter Bálik, Homeless Man, Róbert Zipser, Homeless Man", Zošaliet, Released, Slovak,174600000,175269998.8,SK
? ????! ? ????!,4/6/2023,0,"Comedy, Romance",We don't have an overview translated in English. Help us expand our database by adding one.,"Ekaterina Guseva, , Valentina Lyapina, , Stanislav Duzhnikov, , Andrey Nesterenko, , Igor Jijikine, , ????? ??????????, , Aleksey Chumakov, , Sergey Dyakov, ",? ????! ? ????!, Released, Russian,264940000,178359863,RU
SECTION 306 IPC,4/6/2023,0,,We don't have an overview translated in English. Help us expand our database by adding one.,"Renji Panicker, , Shanthi Krishna, , Rahul Madhav, , Jayaraj Warrier, , Mareena Michael, , Savathiri Sreedharan, ",SECTION 306 IPC, Released, Malayalam,167540000,175269998.8,IN
Live,4/6/2023,0,Drama,"Blogger-millionaire Egor, in pursuit of content, goes to the shooting of a test drive of a car in the Caucasus Mountains. Everything goes out of control at the moment when an employee of the auto company Alexander, who is helping Yegor, accidentally steps on a war mine, and Yegor decides to hyip on this. Now, when one is fighting for his own life, and the other for millions of views, everyone is for himself. But together they will have to make one common decision - whose death will we see on the air?","Kirill Käro, , Pavel Chernyshev, , Angelina Strechina, , Anastasiya Todorescu, , Irina Voronova, , Soslan Fidarov, , Ulyana Pilipenko, ", ?????? ????, Released, Russian,174600000,175269998.8,RU
Conversations in front of the camera,4/6/2023,0,"Drama, Romance","The main character Andrei was abandoned by a girl, in the end he records her farewell video so that she remembers what happened to them.","Dima Markov, Andrey", ????????? ????? ???????, Released, Russian,185534545.8,178359863,RU
B 32 Muthal 44 Vare,4/6/2023,0,Drama,"The film follows six women from different walks of life as they struggle with the pressure of conforming to the male gaze. Through non-linear storytelling, each character finds an anchor to overcome their trauma and build a positive emotional and physical being.","Remya Nambeesan, Malini, Zarin Shihab, Iman, Ashwathy B, Jaya, Anarkali Marikar, Ziya, Krisha Kurup, Rachel, Raina Radhakrishnan, Nidhi, Harish Uthaman, , Sajin Cherukayil, , Gibin Gopinath, ", ?? 32 ???? 44 ???, Released, Malayalam,174600000,175269998.8,IN
Fanatic,4/6/2023,0,,Charlie and Gerald reunite their failed 2000's boy band for a competition whose prize money could remedy all of their financial woes. What could go wrong?,"Matt Cook, , Caroline Rhea, , Shannon Dang, , Sam Pancake, , Sara Lindsey, , Antonio Marziale, , Julie Craig, , Devere Rogers, , Dominique Toney, ",Fanatic, Released, English,167540000,175269998.8,US
Dinner,4/6/2023,0,"Thriller, Horror","Johnny is extremely nervous to meet his girlfriends parents for the first time. Once there, he realizes making a good first impression may be the least of his worries.","Keegan McLean deWitt, Johnny, Fabiola De Vivero, Kate, Andrea Poirier, Mother, Ralph Perl, Father",Dinner, Released, English,170000000,178359863,CA
DADDY OWL!!!,4/6/2023,0,"Drama, Thriller","A young boy and his family are invaded and robed by a man in a blue mask, and young boy Judd hunts the man in the mask down. Judd tries to kill and take back what is his till the man in the mask finds out about the hunt and he kills everyone with Judd. Follow Judd for revenge from a house to the bushes to a playground to a boy with a shovel stabbed throw his head.","Marshall M, Judd, Trey M, Homeless Child, Jeff Strip, Jeff, Kelly, Guinea pig 1, Trevor, Skinny guinea pig, Flake M, Fat guinea pig 2, Marsh M, Killer, Franklin Guinea Pig, Fluffy Guinea Pig", Beneath Us, Released, English,1,1,AU
The Super Mario Bros. Movie,4/5/2023,76,"Animation, Adventure, Family, Fantasy, Comedy","While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.","Chris Pratt, Mario (voice), Anya Taylor-Joy, Princess Peach (voice), Charlie Day, Luigi (voice), Jack Black, Bowser (voice), Keegan-Michael Key, Toad (voice), Seth Rogen, Donkey Kong (voice), Fred Armisen, Cranky Kong (voice), Kevin Michael Richardson, Kamek (voice), Sebastian Maniscalco, Spike (voice)",The Super Mario Bros. Movie, Released, English,100000000,724459031,AU
Air,4/5/2023,79,Drama,Discover the game-changing partnership between a then undiscovered Michael Jordan and Nike's fledgling basketball division which revolutionized the world of sports and culture with the Air Jordan brand.,"Matt Damon, Sonny Vaccaro, Ben Affleck, Phil Knight, Jason Bateman, Rob Strasser, Marlon Wayans, George Raveling, Chris Messina, David Falk, Chris Tucker, Howard White, Viola Davis, Deloris Jordan, Julius Tennon, James Jordan, Damian Young, Michael Jordan",Air, Released, English,28519270.6,5000000,AU
The Pope: Answers,4/5/2023,63,Documentary,"Ten young people from all over the world meet in Rome with Pope Francis with the aim of talking and conveying to him the main concerns of their generation. What awaits them is an unprecedented meeting, a face-to-face conversation, and a unique event.","Pope Francis, Self", Amén: Francisco responde, Released," Spanish, Castilian",90000000,433079565.6,ES
The Three Musketeers: D'Artagnan,4/5/2023,74,"History, Adventure","D'Artagnan, a spirited young Gascon, is left for dead after trying to save a noblewoman from being kidnapped. Once in Paris, he tries by all means to find his attackers, unaware that his quest will lead him to the very heart of a war where the future of France is at stake. Aided by King's Musketeers Athos, Porthos and Aramis, he faces the machinations of villainous Cardinal Richelieu and Milady de Winter, while falling in love with Constance, the Queen's confidante.","François Civil, D'Artagnan, Eva Green, Milady, Vincent Cassel, Athos, Romain Duris, Aramis, Pio Marmaï, Porthos, Louis Garrel, Louis XIII, Vicky Krieps, La Reine Anne d'Autriche, Lyna Khoudri, Constance Bonacieux, Jacob Fortune-Lloyd, Le Duc de Buckingham", Les Trois Mousquetaires: D'Artagnan, Released, French,27500000,55349206.4,FR
Lewis Capaldi: How I'm Feeling Now,4/5/2023,69,"Documentary, Music","An intimate, all-access documentary that will chronicle Lewis Capaldi's journey from a scrappy teen with a viral performance to a Grammy-nominated pop star.","Lewis Capaldi, Self",Lewis Capaldi: How I'm Feeling Now, Released, English,136000000,542007794.8,GB
De Caperucita a loba,4/5/2023,0,Comedy,"A wolf is a little hood that has learned to laugh at herself. And that is the greatest superpower that exists because when we convert to humor there is nothing that can harm us. A story that shows us that we are all pathetic in love but that learning to laugh at it automatically turns drama into comedy. And therefore Little Red Riding Hood as a wolf. The conversion process of Marta, our protagonist, will take her several years and several ""uncles"", from when she decides to become a wolf until she achieves it, because she will have to learn that laughter is not reached by avoiding the forest of drama but by going through it until the bottom. Submitting to the ""oyster-essay"" method, he will go through a lot of pathetic situations until he learns to abandon self-deception and face reality, discovering that laughter springs from drama and laughter springs... power.","Elena Irureta, , Berto Romero, , José Mota, , Marta González de Vega, , Antonio Resines, , Santiago Segura, , David Guapo, , Martita de Graná, , Melania Urbina, ",De Caperucita a loba, Released," Spanish, Castilian",264940000,175269998.8,ES
Loving Memories,4/5/2023,60,"Drama, Romance, History","1916. Julien Delaunay is reported missing in action during the Great War. His wife, Julie, refuses to believe he is dead. 1919. When a photo of an amnesic drifter appears in the press, Julie immediately recognizes him as her beloved husband. They are reunited and, little by little, she helps him to fall in love with her again. Until another woman claims to be the man’s real wife…","Louise Bourgoin, , Leïla Bekhti, Julie, Karim Leklou, Julien Delaunay, Jean-Charles Clichet, , Ghislain de Fonclare, , Emmanuelle Schaaff, Gloria, Guillaume Bouttemy, Un patient", C'est mon homme, Released, French,90800000,875949977.6,FR
Rebound,4/5/2023,98,Drama,"Joong-Ang High School was once renowned for its high ranked basketball team, but as the years bass and victories grow fewer, the school's social worker Kang Yang-hyun who was a former minor league baseball player, becomes the head coach. Left over talent refuses to play under an inexperienced coach, leaving Coach Kang to pull together a ragtag team of sports misfits. The team is pushed to their limits, but one final obstacle threatens to destroy what little hope was left, until six members agree to return for the love of the game and take on the KBA National Tournament. With only six players on their roster, they begin knocking on victory's door, following Coach Kang's motto: ""There is no such thing as missed shots, there are only rebounds!"" The miracle journey of Busan Joong-Ang High begins.","Ahn Jae-hong, Kang Yang-hyun, Lee Sin-young, Cheon Gi-beom, Jeong Jin-woon, Bae Gyu-hyuk, Kim Taek, Hong Sun-gyu, Jung Gun-joo, Jung Kang-ho, Kim Min, Heo Jae-yoon, Ahn Ji-ho, Jung Jin-wook", ????, Released, Korean,45000000,17492014,KR
My Sole Desire,4/5/2023,70,"Drama, Romance","You have never been to a strip-club. But you have been willing to... at least once...You didn’t dare, that’s all. This film tells the story of someone who dared.","Zita Hanrot, Mia, Louise Chevillotte, Aurore, Sième Miladi, Savannah, Laure Giappiconi, Elody, Pedro Casablanc, Pablo, Yuliya Abiss, Sati, Tokou Bogui, Candy, Céline Fuhrer, Vergine, Sipan Mouradian, Afflelou", À mon seul désir, Released, French,62200000,606036971,FR
Hunger,4/4/2023,67,"Drama, Thriller",A talented young street-food cook pushes herself to the limit after accepting an invitation to train under an infamous and ruthless chef.,"Chutimon Chuengcharoensukying, Aoy, Nopachai Chaiyanam, Chef Paul, Gunn Svasti, Tone, Bhumibhat Thavornsiri, Au, Varit Hongsananda, Tos, Prachan Vong-uthaiphan, , Ratchawat Vichianrat, , Pattarawit Junthai, , Rangsit Budngam, ", ????? ?????????, Released, Thai,69800000,438447488.6,TH
One Day as a Lion,4/4/2023,70,"Action, Thriller, Crime","Jackie Powers will stop at nothing to prevent his son from following him into a life of crime. With his mob employer in pursuit, a chance encounter at a roadside diner charts a new path.","Scott Caan, Jackie Powers, Frank Grillo, Pauly Russo, Virginia Madsen, Valerie Brisky, J.K. Simmons, Walter Boggs, Taryn Manning, Taylor Love, Marianne Rendón, Lola Brisky, Georgie Carroll, Dom Lorenzo, Billy Blair, Ken Walsh, Bruce Davis, Bob",One Day as a Lion, Released, English,99660000,505449648.8,US
The Fist of the Condor,4/4/2023,0,"Action, Drama",A group of martial artists from around the world search for a book that contains the ancient secrets of how to overcome the limits of the human body.,"Marko Zaror, El Guerrero, Eyal Meyer, Kalari, Gina Aguad, Mujer Cóndor, Fernanda Urrejola, Marla, Man Soo Yoon, Wook, José Manuel, El Oponente, Cristian Garín, Motoquero Jefe, Francisco Castro, Hombre del Bosque", El Puño del Cóndor, Released," Spanish, Castilian",183540000,178359863,US
Hunt Club,4/4/2023,50,"Action, Thriller","Follows a group of male hunters who regularly lure women to their island with the chance to win 100K in a hunt, only to discover that they are the hunted, but this time they mess with the wrong girls and must deal with the consequences.","Mena Suvari, Cassandra, Casper Van Dien, Carter, Maya Stojan, Tessa, Will Peltz, Jackson, Mickey Rourke, , Kipp Tribble, , Jessica Belkin, , Jason London, , Jeremy London, ",Hunt Club, Released, English,137800000,683325581,US
My Name Is Mo'Nique,4/4/2023,40,Comedy,"You think you know Mo'Nique? From staring down a racist teacher to her grandmother's sex warning, she spills all in this stand-up comedy special.","Mo'Nique, Self",My Name Is Mo'Nique, Released, English,101800000,567601271.2,US
The Old Way,4/1/2023,60,"Western, Action","An old gunslinger and his daughter must face the consequences of his past, when the son of a man he killed years ago arrives to take his revenge.","Nicolas Cage, Colton Briggs, Ryan Kiera Armstrong, Brooke Briggs, Noah Le Gros, James McCallister, Clint Howard, Eustice, Shiloh Fernandez, Boots, Abraham Benrubi, Big Mike, Nick Searcy, Marshal Jarret, Kerry Knuppe, Ruth Briggs, Dean Armstrong, Clark",The Old Way, Released, English,102400000,208453066.2,AU
WWE WrestleMania 39 Saturday,4/1/2023,85,"Action, Family",WrestleMania goes Hollywood as WWE Superstars compete on The Grandest Stage of Them All in Los Angeles. John Cena challenges Austin Theory for the United State Championship. Charlotte Flair defends the SmackDown Women’s Title against Rhea Ripley.,"Colby Lopez, Seth ""Freakin"" Rollins, Logan Paul, Logan Paul, Austin White, Austin Theory, John Cena, John Cena, Ashley Fliehr, Charlotte Flair, Demi Bennett, Rhea Ripley, Joshua Fatu, Jey Uso, Jonathan Fatu Jr., Jimmy Uso, Kevin Steen, Kevin Owens",WWE WrestleMania 39 Saturday, Released, English,10000000,69708877,US
Love in the Maldives,4/1/2023,60,"TV Movie, Comedy, Romance","A travel writer goes to the Maldives and hears about a legendary shipwreck. With the help of her underwater resort’s guest experience expert, she might discover love instead of a buried treasure.","Jocelyn Hudon, Rae Parker, Jake Manley, Jared Joseph, Lucy Newman-Williams, Debra, Juliana Wimbles, Jules, Patricia McKenzie, Shelley",Love in the Maldives, Released, English,97600000,800516044.4,US
Murder Mystery 2,3/31/2023,65,"Comedy, Mystery, Action","After starting their own detective agency, Nick and Audrey Spitz land a career-making case when their billionaire pal is kidnapped from his wedding.","Adam Sandler, Nick, Jennifer Aniston, Audrey, Mark Strong, Miller, Mélanie Laurent, Claudette, Jodie Turner-Smith, Countess Sekou, John Kani, Colonel Ulenga, Kuhoo Verma, Saira, Dany Boon, Inspector Delacroix, Adeel Akhtar, The Maharajah",Murder Mystery 2, Released, English,43800000,489543087.4,AU
Tetris,3/31/2023,78,"Thriller, History, Drama","In 1988, American video game salesman Henk Rogers discovers the video game Tetris. When he sets out to bring the game to the world, he enters a dangerous web of lies and corruption behind the Iron Curtain.","Taron Egerton, Henk Rogers, Nikita Efremov, Alexey Pajitnov, Sofia Lebedeva, Sasha, Anthony Boyle, Kevin Maxwell, Toby Jones, Robert Stein, Igor Grabuzov, Valentin Trifonov, Ben Miles, Howard Lincoln, Ken Yamamura, Minoru Arakawa, Roger Allam, Robert Maxwell",Tetris, Released, English,172000000,594334899,GB
Kill Boksoon,3/31/2023,69,"Action, Thriller, Crime","At work, she's a renowned assassin. At home, she's a single mom to a teenage daughter. Killing? That's easy. It's parenting that's the hard part.","Jeon Do-yeon, Gil Bok-soon, Sol Kyung-gu, Cha Min-kyu, Kim Si-a, Gil Jae-young, Esom, Cha Min-hee, Koo Kyo-hwan, Han Hee-sung, Kim Sung-oh, Shin, Lee Yeon, Kim Young-ji, Hwang Jung-min, Kim Gwang-il, Choi Byung-mo, Hyun-chul", ???, Released, Korean,119100000,763309047,KR
Prom Pact,3/31/2023,75,"Romance, Comedy","It's prom season, and high school senior Mandy and her best friend and fellow outsider Ben are surrounded by over-the-top ""promposals."" Mandy is only focused on getting into her dream school Harvard, but as she starts tutoring basketball all-star Graham, she must re-evaluate whether her dream school is worth the cost of everything she believes in.","Peyton Elizabeth Lee, Mandy Coleman, Milo Manheim, Ben, Margaret Cho, Ms. Chen, Blake Draper, Graham Lansing, Monique A. Green, LaToya, Arica Himmel, Zenobia, Jason Sakaki, Charles, David S. Jung, Tom Coleman, Nolen Dubuc, Kyle",Prom Pact, Released, English,96200000,412160901,AU
Balik Taya,3/31/2023,20,Thriller,"Pip meets Jessy in Thailand. When she becomes missing, he looks for her. He then meets Kate, a woman from a gambling site owned by Nina. And he is one step closer to finding Jessy.","Angeli Khang, , Jela Cuenca, , Kiko Estrada, , Azi Acosta, , Chesca Paredes, , Amor Lapus, , Benz Sangalang, , Nor Domingo, , Gilleth Sandico, ",Balik Taya, Released, Tagalog,12001040,38139010,PH
Assassin,3/31/2023,62,"Action, Science Fiction","A private military operation invents futuristic microchip tech that enables the mind of an agent to inhabit the body of another person to carry out covert, deadly missions. But when an agent is killed during a secret mission, his wife takes his place in an attempt to bring the man responsible to justice.","Andy Allo, Mali, Nomzamo Mbatha, Alexa, Bruce Willis, Valmora, Mustafa Shakir, Sebastian, Dominic Purcell, Adrien, Fernanda Andrade, Olivia, Barry Jay Minoff, Marko, Eugenia Kuzmina, Russian Alexa, Hannah Quinlivan, Special Agent",Assassin, Released, English,133000000,245892490.4,US
Rye Lane,3/31/2023,75,"Romance, Comedy","Two twenty-somethings, both reeling from bad break-ups, connect over the course of an eventful day in South London – helping each other deal with their nightmare exes, and potentially restoring their faith in romance.","David Jonsson, Dom, Vivian Oparah, Yas, Poppy Allen-Quarmby, Cass, Simon Manyonda, Nathan, Benjamin Sarpong-Broni, Eric, Karene Peter, Gia, Malcolm Atobrah, Jules, Alice Hewkin, Tabby, Levi Roots, Uncle",Rye Lane, Released, English,96200000,412160901,AU
His Only Son,3/31/2023,0,Drama,"His Only Son recounts one of the most controversial moments in the Old Testament—when Abraham was commanded by God to sacrifice his son Isaac on the mountain of Moriah. While traveling to the place of the sacrifice, alongside Isaac and two servants, Abraham is flooded with vivid memories from the years he and Sarah spent longing for the son they were promised—the son he must now lay upon the altar.","Nicola Mouawad, Abraham, Sara Seyed, Sarah, Scot Cooper, The Centurion, Luis Fernandez-Gil, Eliezer, Orestes Sophocleous, Roman Centurion, Ted Harvey, Procurer, Edaan Moskowitz, Isaac",His Only Son, Released, English,174600000,175269998.8,US
Tin & Tina,3/31/2023,60,"Mystery, Thriller, Horror","Set in early-1980s Spain. It follows Adolfo and Lola, a couple who, in the wake of an abortion, decides to adopt two creepy orphan twin siblings strictly educated under ultra-Catholic dogmas in a convent.","Milena Smit, Lola, Jaime Lorente, Adolfo, Carlos G. Morollón, Tin, Anastasia Russo, Tina, Teresa Rabal, Sor Asunción, Ruth Gabriel, Madre Pedrito, Luis Perezagua, Don Julián, Enara Prieto, Wedding guest, Ana Blanco de Córdova, ", Tin y Tina, Released," Spanish, Castilian",87200000,938053207.2,ES
The Unheard,3/31/2023,46,"Horror, Mystery, Thriller, Drama",Chloe Grayden undergoes an experimental procedure to restore her hearing. Soon she begins to suffer from auditory hallucinations related to the disappearance of her mother.,"Lachlan Watson, Chloe, Nick Sandow, Hank, Brendan Meyer, Joshua, Michele Hicks, Mom, Shunori Ramanathan, Dr. Lynch, Boyana Balta, Ellen, Beckett Guest, Young friend, Michelle Violette, Store Clerk",The Unheard, Released, English,134300000,872776677.4,US
Malum,3/31/2023,0,Horror,A rookie police officer willingly takes the last shift at a newly decommissioned police station in an attempt to uncover the mysterious connection between her father's death and a vicious cult.,"Jessica Sula, , Candice Coke, , Chaney Morrow, , Clarke Wolfe, , Morgan Lennon, , Valerie Loo, , Monroe Cline, , Eric Olson, , Sam Brooks, ",Malum, Released, English,195000000,175269998.8,US
Spinning Gold,3/31/2023,45,"Drama, Music","A biopic of 1970s record producer Neil Bogart, co-founder of Casablanca Records.","Jeremy Jordan, Neil Bogart, Michelle Monaghan, Beth Weiss, Jay Pharoah, Cecil Holmes, Lyndsy Fonseca, Joyce Biawitz, Dan Fogler, Buck Reingold, Peyton List, Nancy Weiss, James Wolk, Larry Harris, Michael Ian Black, Bill Aucoin, Chris Redd, Frankie Crocker",Spinning Gold, Released, English,27000000,2264858.8,US
The Baby Swindler,3/31/2023,70,"TV Movie, Thriller","Before the death of her husband, Susie froze an embryo. Surrogate Lorna agrees to carry the child to help Susie. Danger begins to follow Susie and when Lorna disappears, she'll do all she can to save the life of her unborn child.","Rhonda Dent, Susie Ashcroft, Emily Tennant, Lorna Morgan / Madison Clarke, Jason Cermak, Andrew, Ashley Alexander, Grace",The Baby Swindler, Released, English,98140000,876954610.6,US
A Thousand and One,3/31/2023,81,Drama,"Struggling but unapologetically living on her own terms, Inez is moving from shelter to shelter in mid-1990s New York City. With her 6-year-old son Terry in foster care and unable to leave him again, she kidnaps him so they can build their life together. As the years go by, their family grows and Terry becomes a smart yet quiet teenager, but the secret that has defined their lives threatens to destroy the home they have so improbably built.","Teyana Taylor, Inez, William Catlett, Lucky, Josiah Cross, Terry, Aven Courtney, Terry (Age 13), Aaron Kingsley Adetola, Terry (Age 6), Terri Abney, Kim Jones, Delissa Reynolds, Mrs. Jones, Amelia Workman, Anita Tucker, Adriane Lenox, Miss Annie",A Thousand and One, Released, English,174400000,895189907,US
Dungeons & Dragons: Honor Among Thieves,3/30/2023,76,"Adventure, Fantasy, Comedy","A charming thief and a band of unlikely adventurers undertake an epic heist to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.","Chris Pine, Edgin Darvis, Michelle Rodriguez, Holga Kilgore, Regé-Jean Page, Xenk Yendar, Justice Smith, Simon Aumar, Sophia Lillis, Doric, Hugh Grant, Forge Fitzwilliam, Jason Wong, Dralas, Chloe Coleman, Kira Darvis, Daisy Head, Sofina the Red Wizard",Dungeons & Dragons: Honor Among Thieves, Released, English,150000000,158598670,AU
Broker,3/30/2023,72,"Drama, Comedy","Sang-hyeon is always struggling from debt, and Dong-soo works at a baby box facility. On a rainy night, they steal the baby Woo-sung, who was left in the baby box, to sell him at a good price. Meanwhile, detectives were watching, and they quietly track them down to capture the crucial evidence.","Song Kang-ho, Sang-hyeon, Gang Dong-won, Dong-soo, Bae Doona, Su-jin, IU, So-young, Lee Joo-young, Detective Lee, Lim Seung-soo, Hae-jin, Park Ji-yong, Woo-sung, Song Sae-byuk, Orphanage Director, Kim Sun-young, Orphanage Director's wife", ???, Released, Korean,28648000,18632208,AU
Linoleum,3/30/2023,68,"Science Fiction, Comedy, Drama","When the host of a failing children’s science show tries to fulfill his childhood dream of becoming an astronaut by building a rocket ship in his garage, a series of bizarre events occur that cause him to question his own reality.","Jim Gaffigan, Cameron Edwin / Kent Armstrong, Rhea Seehorn, Erin Edwin, Katelyn Nacon, Nora Edwin, Gabriel Rush, Marc, Amy Hargreaves, Linda, West Duchovny, Darcy, Michael Ian Black, Tony, Tony Shalhoub, Dr. Alvin, Elisabeth Henry-Macari, Mysterious Woman",Linoleum, Released, English,109000000,673135995.2,AU
Wait With Me,3/30/2023,45,Romance,"When romance novelist Kate Smith suddenly gets writer's block as she's beginning the final installment of her international bestselling steamy Bed 'n Breakfast series, she'll do pretty much anything to get her groove back. Like sneak into a Tire Depot waiting room because her words flow there just like complimentary coffee-smooth, sweet, and scorchingly hot. She manages to fly under the radar until the rugged and charming mechanic, Miles Hudson, notices the quirky redhead slinking in and out of the employees only entrance. But she's way too intriguing to blow the whistle on. Doing a test-drive of her new book idea sounds like a much better option.","Madison Lawlor, Kate, Andrew Biernat, Miles, Caleb J. Spivak, Dean, Laith Wallschleger, Sam, Jordan Blair Mangold Brown, Lynsey, Kalli Therinae, Megan, James Knight, Dryston, Rebecca Futterman, Hannah, Amy Daws, Alexa",Wait With Me, Released, English,114500000,180591246.6,US
Manta Manta - Zwoter Teil,3/30/2023,33,"Comedy, Action, Adventure","When a former racer faces the prospect of his car repair shop and go-kart track being foreclosed, he comes up with a daring plan: to win the prize for the big race on the Bilster Berg. He has one month to turn his old Opel into a rocket from the old days, but his ex-wife suddenly enters his life with a request to take care of their son.","Til Schweiger, Bertie, Tina Ruland, Uschi, Tim Oliver Schultz, Daniel, Michael Kessler, Klausi, Moritz Bleibtreu, , Wotan Wilke Möhring, , Emma Schweiger, , Zachi Noy, Eisverkäufer, Axel Stein, ",Manta Manta - Zwoter Teil, Released, German,50601000,323787336.6,DE
Bholaa,3/30/2023,80,"Action, Adventure, Crime","An ex-convict must undertake a perilous, violent journey in order to meet his daughter after ten years of imprisonment.","Ajay Devgn, Bholaa, Tabu, IPS Diana Joseph, Deepak Dobriyal, Ashwathama a.k.a Ashu, Amala Paul, , Sanjay Mishra, Angad Yadav, Gajraj Rao, Devraj Subramaniam, Vineet Kumar, Nithari, Tarun Gahlot, Raunak/Abbas Ali, Abhishek Bachchan, Guest Appearance", ????, Released, Hindi,75000000,361163020,IN
My Teacher Ate My Friend,3/29/2023,68,"Adventure, Horror, Comedy, Family","Tomás, an 11-year-old boy living in his own fantasy world, must use his vast monster knowledge to fight against his new English teacher: a wicked woman who is, in fact, a child-eating monster.","Ilse Salas, Miss Rojas, José María Nieto, Tomás, Ana Paula del Moral, Linda, Santiago Aray, Enrique, Sophie Alexander-Katz, Mamá Enrique, Norma Angélica, Miss Noemí, Eugenio Bartilotti, Profesor Robusto, Juan Carlos Colombo, Abuelo, Claudia Álvarez, Mamá Rodolfo", Mi maestra se comió a mi amigo, Released," Spanish, Castilian",118500000,475938933.6,MX
Batman: The Doom That Came to Gotham,3/28/2023,64,"Animation, Fantasy, Horror, Action, Mystery","Explorer Bruce Wayne accidentally unleashes an ancient evil, and returns to Gotham after being away for two decades. There, Batman battles Lovecraftian supernatural forces and encounters allies and enemies such as Green Arrow, Ra's al Ghul, Mr. Freeze, Killer Croc, Two-Face and James Gordon.","David Giuntoli, Batman / Bruce Wayne (voice), Patrick Fabian, Harvey Dent / Two-Face (voice), John DiMaggio, James Gordon (voice), Karan Brar, Sanjay 'Jay' Tawde (voice), Navid Negahban, Ra's al Ghul (voice), Darin De Paul, Thomas Wayne (voice), Emily O'Brien, Talia al Ghul / Martha Wayne (voice), Christopher Gorham, Oliver Queen / Green Arrow (voice), David Dastmalchian, Grendon (voice)",Batman: The Doom That Came to Gotham, Released, English,145760000,321934831.2,US
